uf,u_x,u_xx,u_xxx,u_xxxx,uf*u_x,uf*u_xx,uf*u_xxx,uf*u_xxxx,u_x*u_xx,u_x*u_xxx,u_x*u_xxxx,u_xx*u_xxx,u_xx*u_xxxx,u_xxx*u_xxxx
-1.2761574,-0.028089946,0.011685969,-0.0017515067,0.00017318783,0.03584719,-0.014913136,0.0022351982,-0.00022101493,-0.00032825826,4.9199727e-05,-4.8648367e-06,-2.0468053e-05,2.0238676e-06,-3.0333965e-07
-1.2788601,-0.026951905,0.011515214,-0.0017300621,0.0002638846,0.034467716,-0.014726348,0.0022125074,-0.0003374715,-0.00031035696,4.662847e-05,-7.112193e-06,-1.9922036e-05,3.0386877e-06,-4.5653675e-07
-1.2814503,-0.025829611,0.011346667,-0.0016998757,0.00034970144,0.03309936,-0.01454019,0.0021783062,-0.000448125,-0.00029308,4.390713e-05,-9.032652e-06,-1.9287923e-05,3.9679458e-06,-5.94449e-07
-1.2839298,-0.024723925,0.011181597,-0.0016615324,0.000430289,0.031743784,-0.014356385,0.002133291,-0.00055246084,-0.00027645295,4.1079602e-05,-1.0638432e-05,-1.8578585e-05,4.811318e-06,-7.149391e-07
-1.2863007,-0.023634389,0.011020743,-0.0016155479,0.00050534215,0.03040093,-0.01417599,0.0020780803,-0.00065002195,-0.00026046854,3.8182487e-05,-1.1943453e-05,-1.780454e-05,5.5692462e-06,-8.1640445e-07
-1.2885742,-0.022559207,0.0108645605,-0.0015624793,0.0005746326,0.029069213,-0.013999793,0.0020133706,-0.00074045674,-0.00024509587,3.5248293e-05,-1.2963256e-05,-1.6975651e-05,6.243131e-06,-8.978516e-07
-1.2907372,-0.021500388,0.01071404,-0.0015029103,0.0006379091,0.027751349,-0.01382901,0.0019398622,-0.000823373,-0.00023035602,3.2313153e-05,-1.3715294e-05,-1.6102242e-05,6.834584e-06,-9.587202e-07
-1.2927933,-0.020455997,0.010569743,-0.0014374263,0.0006950151,0.026445376,-0.013664492,0.001858295,-0.0008985108,-0.00021621463,2.940399e-05,-1.4217227e-05,-1.5193226e-05,7.3461306e-06,-9.99033e-07
-1.2947502,-0.019424617,0.010431965,-0.0013666562,0.0007458771,0.025150027,-0.013506789,0.0017694783,-0.0009657245,-0.00020263692,2.6546773e-05,-1.4488377e-05,-1.4256909e-05,7.780964e-06,-1.0193576e-06
-1.2966042,-0.018407695,0.010301594,-0.0012912088,0.00079037395,0.023867493,-0.013357089,0.0016741867,-0.0010248021,-0.0001896286,2.3768178e-05,-1.4548962e-05,-1.3301508e-05,8.142111e-06,-1.0205378e-06
-1.2983646,-0.01740151,0.010178573,-0.0012116897,0.000828502,0.022593506,-0.0132155,0.001573215,-0.0010756977,-0.00017712255,2.108523e-05,-1.4417186e-05,-1.2333272e-05,8.432969e-06,-1.0038873e-06
-1.300024,-0.016408553,0.0100637665,-0.0011287578,0.00086024904,0.021331513,-0.0130831385,0.0014674123,-0.0011183444,-0.00016513185,1.8521283e-05,-1.4115442e-05,-1.1359555e-05,8.6573455e-06,-9.710128e-07
-1.3015862,-0.015425473,0.0099570295,-0.0010429587,0.00088564755,0.020077582,-0.012959932,0.0013575006,-0.0011527466,-0.0001535919,1.6088132e-05,-1.3661533e-05,-1.0384771e-05,8.818419e-06,-9.236938e-07
-1.3030548,-0.01445273,0.009858985,-0.0009550558,0.0009048226,0.0188327,-0.012846799,0.00124449,-0.0011790334,-0.00014248925,1.3803164e-05,-1.3077157e-05,-9.415881e-06,8.920633e-06,-8.641561e-07
-1.3044224,-0.013489778,0.009769701,-0.0008655405,0.0009178089,0.017596368,-0.012743817,0.0011290305,-0.0011972105,-0.00013179111,1.1675949e-05,-1.2381039e-05,-8.4560725e-06,8.966719e-06,-7.944008e-07
-1.305706,-0.012534445,0.009689094,-0.0007750243,0.00092477514,0.016366301,-0.012651108,0.0010119539,-0.0012074845,-0.00012144741,9.714499e-06,-1.1591544e-05,-7.509283e-06,8.960233e-06,-7.167232e-07
-1.3068867,-0.011587098,0.009617454,-0.00068413006,0.0009258875,0.015143024,-0.012568923,0.00089408044,-0.00121003,-0.00011143839,7.927082e-06,-1.07283495e-05,-6.57959e-06,8.904681e-06,-6.334275e-07
-1.3079758,-0.010646179,0.0095548015,-0.0005934341,0.0009213088,0.013924944,-0.012497449,0.0007761974,-0.0012050496,-0.00010172213,6.317806e-06,-9.808419e-06,-5.670145e-06,8.802923e-06,-5.4673603e-07
-1.3089771,-0.009710105,0.009500827,-0.00050340436,0.00091121637,0.012710306,-0.012436365,0.0006589448,-0.0011927614,-9.225403e-05,4.8881093e-06,-8.8480065e-06,-4.7827575e-06,8.657309e-06,-4.587103e-07
-1.309885,-0.008780033,0.009455897,-0.0004146843,0.00089585944,0.0115008345,-0.012386138,0.00054318877,-0.0011734728,-8.302309e-05,3.640942e-06,-7.865676e-06,-3.921212e-06,8.471155e-06,-3.7149886e-07
-1.3107014,-0.00785342,0.009419379,-0.00032766527,0.0008754252,0.010293489,-0.012345993,0.0004294713,-0.001147421,-7.397434e-05,2.5732932e-06,-6.875082e-06,-3.0864032e-06,8.245961e-06,-2.8684642e-07
-1.3114262,-0.0069303587,0.009391503,-0.00024294178,0.0008501815,0.009088654,-0.012316263,0.0003186002,-0.0011149503,-6.508649e-05,1.6836736e-06,-5.8920627e-06,-2.2815886e-06,7.984482e-06,-2.0654461e-07
-1.3120613,-0.006009296,0.009371667,-0.00016090203,0.00082038547,0.007884565,-0.012296202,0.00021111332,-0.001076396,-5.6317123e-05,9.669079e-07,-4.929939e-06,-1.5079203e-06,7.68838e-06,-1.3200169e-07
-1.3126049,-0.005089917,0.009359743,-8.197466e-05,0.0007862647,0.00668105,-0.012285645,0.00010760034,-0.0010320549,-4.764032e-05,4.1724422e-07,-4.0020223e-06,-7.672618e-07,7.359236e-06,-6.445378e-08
-1.3130608,-0.004171249,0.009355434,-6.659156e-06,0.00074815634,0.0054771034,-0.012284254,8.743877e-06,-0.0009823748,-3.9023846e-05,2.7776998e-08,-3.1207464e-06,-6.229929e-08,6.9993275e-06,-4.98209e-09
-1.3134193,-0.0032525226,0.009358247,6.4800144e-05,0.00070623687,0.004271926,-0.012291302,-8.5109765e-05,-0.0009275852,-3.0437908e-05,-2.1076393e-07,-2.2970514e-06,6.0641577e-07,6.609139e-06,4.576425e-08
-1.3136978,-0.0023336394,0.009368039,0.00013189824,0.00066088047,0.003065697,-0.012306772,-0.00017327443,-0.00086819724,-2.1861624e-05,-3.0780294e-07,-1.5422568e-06,1.2356278e-06,6.1911537e-06,8.716897e-08
-1.3138847,-0.0014131326,0.00938411,0.0001944118,0.0006123017,0.0018566934,-0.012329638,-0.0002554347,-0.00080449384,-1.3260992e-05,-2.7472967e-07,-8.6526353e-07,1.8243816e-06,5.745906e-06,1.19038674e-07
-1.3139801,-0.00049056765,0.009406036,0.00025203684,0.0005608187,0.0006445961,-0.0123593435,-0.0003311714,-0.0007369046,-4.614297e-06,-1.2364112e-07,-2.751195e-07,2.3706675e-06,5.2750806e-06,1.4134697e-07
-1.313982,0.00043439973,0.00943328,0.00030448736,0.00050669315,-0.0005707934,-0.01239516,-0.0004000909,-0.0006657857,4.0978143e-06,1.3226922e-07,2.2010737e-07,2.8723143e-06,4.779778e-06,1.5428166e-07
-1.3138924,0.0013617921,0.009465576,0.0003514702,0.00045025186,-0.0017892482,-0.0124367485,-0.000461794,-0.0005915825,1.28901465e-05,4.786293e-07,6.1314944e-07,3.326868e-06,4.261893e-06,1.582501e-07
-1.3137112,0.0022923774,0.009502285,0.00039278175,0.00039178034,-0.0030115219,-0.012483258,-0.0005160018,-0.0005146862,2.1782824e-05,9.00404e-07,8.981084e-07,3.732324e-06,3.7228085e-06,1.5388417e-07
-1.3134403,0.0032276688,0.009542498,0.0004283312,0.00033153465,-0.0042393506,-0.012533502,-0.00056258746,-0.000435451,3.0800024e-05,1.3825113e-06,1.0700841e-06,4.0873497e-06,3.1636687e-06,1.4200664e-07
-1.3130798,0.0041665128,0.009586095,0.00045784988,0.00026982732,-0.0054709637,-0.012587308,-0.00060119346,-0.00035430482,3.9940587e-05,1.9076374e-06,1.1242389e-06,4.3889922e-06,2.5865902e-06,1.235404e-07
-1.3126221,0.005109492,0.00963234,0.00048123527,0.00020695421,-0.0067068324,-0.012643621,-0.00063168,-0.00027165265,4.9216364e-05,2.4588678e-06,1.057431e-06,4.6354216e-06,1.9934532e-06,9.959366e-08
-1.3120747,0.0060576266,0.009680441,0.0004984356,0.00014318126,-0.007948059,-0.012701461,-0.00065398467,-0.0001878645,5.8640493e-05,3.0193366e-06,8.673386e-07,4.825076e-06,1.3860576e-06,7.1366635e-08
-1.3114376,0.007010783,0.009729917,0.0005093408,7.880325e-05,-0.009194205,-0.012760179,-0.00066796865,-0.00010334554,6.8214336e-05,3.5708777e-06,5.524725e-07,4.9558435e-06,7.6674905e-07,4.0137706e-08
-1.3106976,0.007968241,0.009780188,0.000513913,1.40948405e-05,-0.010443955,-0.012818868,-0.0006735845,-1.8474073e-05,7.79309e-05,4.0949826e-06,1.1231109e-07,5.0261656e-06,1.378502e-07,7.243522e-09
-1.3098717,0.008930686,0.009830694,0.000512095,-5.0628034e-05,-0.011698052,-0.012876947,-0.00067077874,6.631623e-05,8.779484e-05,4.5733595e-06,-4.5214307e-07,5.034249e-06,-4.977087e-07,-2.5926363e-08
-1.3089485,0.0098988125,0.009880519,0.0005039965,-0.00011514679,-0.012957036,-0.01293309,-0.0006597055,0.00015072121,9.78054e-05,4.988967e-06,-1.1398165e-06,4.979747e-06,-1.13771e-06,-5.8033578e-08
-1.3079243,0.010871084,0.009929358,0.0004895351,-0.00017911018,-0.014218555,-0.012986848,-0.00064027484,0.00023426255,0.00010794289,5.3217773e-06,-1.947122e-06,4.8607694e-06,-1.7784491e-06,-8.768072e-08
-1.3068123,0.011848226,0.009976428,0.0004688587,-0.0002423017,-0.015483407,-0.013037318,-0.0006127103,0.00031664284,0.000118202974,5.5551436e-06,-2.8708453e-06,4.677535e-06,-2.4173055e-06,-1.1360526e-07
-1.3056011,0.012830031,0.010021186,0.00044200072,-0.00030441245,-0.016750904,-0.013083672,-0.00057707663,0.00039744124,0.00012857214,5.6708827e-06,-3.9056213e-06,4.4293715e-06,-3.050574e-06,-1.3455052e-07
-1.3042908,0.013815779,0.010063036,0.00040911307,-0.00036518255,-0.018019794,-0.013125125,-0.0005336024,0.00047630424,0.00013902869,5.652216e-06,-5.0452813e-06,4.1169196e-06,-3.6748454e-06,-1.4940096e-07
-1.302887,0.014805883,0.010101296,0.00037035716,-0.00042436385,-0.019290391,-0.013160847,-0.0004825335,0.00055289816,0.0001495586,5.483465e-06,-6.283082e-06,3.7410873e-06,-4.286625e-06,-1.5716618e-07
-1.3013859,0.01579899,0.010135547,0.00032585202,-0.0004816795,-0.020560581,-0.013190258,-0.00042405922,0.00062685093,0.0001601314,5.1481325e-06,-7.6100496e-06,3.3026886e-06,-4.8820852e-06,-1.5695623e-07
-1.2997837,0.016795702,0.01016512,0.00027584698,-0.00053689105,-0.02183078,-0.013212456,-0.0003585414,0.0006978422,0.00017073032,4.633044e-06,-9.017463e-06,2.8040174e-06,-5.4575617e-06,-1.4809977e-07
-1.2980881,0.017794918,0.010189503,0.00022053013,-0.00058972626,-0.02309937,-0.013226873,-0.00028626752,0.0007655166,0.00018132137,3.9243155e-06,-1.0494131e-05,2.2470924e-06,-6.009018e-06,-1.3005241e-07
-1.2962933,0.018796144,0.010208259,0.00016014453,-0.0006399603,-0.024365315,-0.013232898,-0.00020759428,0.0008295762,0.00019187591,3.0100996e-06,-1.2028786e-05,1.6347968e-06,-6.5328804e-06,-1.0248613e-07
-1.2943974,0.019798785,0.010220877,9.494423e-05,-0.00068734126,-0.025627496,-0.013229876,-0.00012289557,0.0008896927,0.00020236096,1.8797805e-06,-1.3608522e-05,9.704133e-07,-7.0252304e-06,-6.525909e-08
-1.2924023,0.020802584,0.010226832,2.5260859e-05,-0.0007316479,-0.026885306,-0.013217181,-3.2647193e-05,0.0009455834,0.00021274452,5.2549115e-07,-1.52201665e-05,2.5833856e-07,-7.4824397e-06,-1.8482053e-08
-1.290308,0.021806724,0.010225666,-4.8608224e-05,-0.000772664,-0.028137391,-0.013194258,6.2719584e-05,0.0009969745,0.00022298828,-1.0599862e-06,-1.684927e-05,-4.970515e-07,-7.901003e-06,3.7557825e-08
-1.2881184,0.022810305,0.010217093,-0.00012632203,-0.000810195,-0.029382372,-0.013160825,0.00016271773,0.001043627,0.000233055,-2.881444e-06,-1.8480794e-05,-1.2906439e-06,-8.277838e-06,1.0234548e-07
-1.2858334,0.0238124,0.010200808,-0.0002075899,-0.0008439939,-0.03061878,-0.0131165385,0.000266926,0.0010852355,0.00024290572,-4.9432138e-06,-2.0097521e-05,-2.1175847e-06,-8.60942e-06,1.752046e-07
-1.2834454,0.024812927,0.010176269,-0.00029192175,-0.00087395025,-0.031846035,-0.013060685,0.00037466563,0.0011216674,0.00025250303,-7.243433e-06,-2.1685264e-05,-2.9706744e-06,-8.893553e-06,2.551251e-07
-1.280962,0.025810473,0.010143313,-0.00037900984,-0.0008998324,-0.033062235,-0.012993198,0.0004854972,0.0011526512,0.00026180368,-9.782423e-06,-2.32251e-05,-3.8444155e-06,-9.127281e-06,3.4104534e-07
-1.2783813,0.026804416,0.010101712,-0.00046845156,-0.0009214969,-0.034266263,-0.012913841,0.00059885974,0.0011780245,0.00027077048,-1.255657e-05,-2.4700186e-05,-4.732163e-06,-9.3086965e-06,4.3167665e-07
-1.2756958,0.027793584,0.010051311,-0.00055983197,-0.0009387979,-0.03545616,-0.012822416,0.0007141753,0.0011976205,0.00027936196,-1.5559737e-05,-2.6092559e-05,-5.627045e-06,-9.436149e-06,5.255691e-07
-1.2729187,0.02877741,0.009991787,-0.00065264653,-0.000951654,-0.0366313,-0.012718733,0.000830766,0.0012113781,0.00028753775,-1.8781477e-05,-2.7386137e-05,-6.521105e-06,-9.508724e-06,6.2109365e-07
-1.2700462,0.029755207,0.009923101,-0.00074653025,-0.00095989846,-0.03779049,-0.012602798,0.00094812794,0.0012191155,0.00029526395,-2.2213162e-05,-2.8561977e-05,-7.4078953e-06,-9.52517e-06,7.1659326e-07
-1.2670784,0.030725773,0.009845165,-0.0008409673,-0.0009635157,-0.038931962,-0.012474596,0.0010655714,0.0012208499,0.0003025003,-2.583937e-05,-2.9604766e-05,-8.279461e-06,-9.485971e-06,8.102852e-07
-1.2640152,0.031688195,0.009757954,-0.00093554833,-0.0009623937,-0.04005436,-0.0123342015,0.0011825473,0.0012164803,0.00030921193,-2.9645838e-05,-3.049652e-05,-9.129038e-06,-9.390993e-06,9.003658e-07
-1.2608566,0.03264143,0.009661504,-0.0010297907,-0.00095650693,-0.04115616,-0.012181771,0.0012984185,0.0012060181,0.0003153653,-3.361384e-05,-3.1221753e-05,-9.949327e-06,-9.241296e-06,9.85002e-07
-1.2576084,0.03358473,0.009555842,-0.0011232074,-0.00094586005,-0.042236436,-0.012017507,0.0014125551,0.0011895215,0.00032093035,-3.7722617e-05,-3.1766453e-05,-1.07331925e-05,-9.038489e-06,1.062397e-06
-1.2542629,0.03451735,0.009441004,-0.0012153586,-0.0009304413,-0.043293834,-0.011841501,0.0015243792,0.0011670181,0.00032587847,-4.195096e-05,-3.211637e-05,-1.1474206e-05,-8.7843e-06,1.1308199e-06
-1.2508297,0.035438273,0.009317169,-0.0013057217,-0.0009103187,-0.044327244,-0.011654192,0.0016332355,0.0011386536,0.00033018438,-4.6272522e-05,-3.2260123e-05,-1.2165629e-05,-8.481593e-06,1.1886228e-06
-1.2473068,0.036346447,0.0091846585,-0.001393921,-0.0008855164,-0.04533517,-0.011456087,0.0017386471,0.0011045106,0.0003338297,-5.0664075e-05,-3.2185373e-05,-1.2802689e-05,-8.1331655e-06,1.2343398e-06
-1.2436962,0.037241418,0.009043625,-0.0014794683,-0.0008561414,-0.04631701,-0.011247521,0.0018400091,0.0010647798,0.0003367974,-5.50975e-05,-3.188392e-05,-1.3379756e-05,-7.742621e-06,1.2666341e-06
-1.2399921,0.038121823,0.008894298,-0.0015618795,-0.00082233985,-0.04727076,-0.01102886,0.0019367184,0.001019695,0.00033906687,-5.9541697e-05,-3.1349093e-05,-1.3891822e-05,-7.314136e-06,1.2843958e-06
-1.236208,0.038987253,0.008737104,-0.0016408158,-0.0007842007,-0.048196353,-0.010800878,0.0020283896,0.00096943515,0.00034063568,-6.3970896e-05,-3.057383e-05,-1.43359775e-05,-6.851643e-06,1.2867288e-06
-1.232336,0.039837074,0.00857232,-0.0017157616,-0.0007419628,-0.04909266,-0.01056398,0.002114395,0.00091434753,0.00034149617,-6.835092e-05,-2.9557626e-05,-1.4708058e-05,-6.360343e-06,1.2730313e-06
-1.2283878,0.04067043,0.00840026,-0.0017863297,-0.0006958343,-0.04995906,-0.010318777,0.0021943056,0.00085475435,0.00034164215,-7.265079e-05,-2.8299879e-05,-1.5005633e-05,-5.8451888e-06,1.2429895e-06
-1.2243538,0.041486427,0.00822168,-0.0018522561,-0.0006459664,-0.050794065,-0.010066246,0.0022678168,0.0007908914,0.00034108813,-7.684349e-05,-2.6798838e-05,-1.52286575e-05,-5.3109293e-06,1.1964952e-06
-1.2202396,0.042284533,0.00803679,-0.001913063,-0.00059270905,-0.051597264,-0.00980681,0.0023343952,0.00072324707,0.00033983192,-8.0892976e-05,-2.5062425e-05,-1.5374886e-05,-4.7634785e-06,1.1338898e-06
-1.2160511,0.04306437,0.007846188,-0.0019685028,-0.00053629954,-0.052368477,-0.009541365,0.0023938,0.00065216766,0.00033789114,-8.4772335e-05,-2.3095403e-05,-1.5445243e-05,-4.207907e-06,1.0557071e-06
-1.2117882,0.043824892,0.007650455,-0.0020182775,-0.00047704767,-0.053106487,-0.009270731,0.0024457248,0.0005780807,0.00033528038,-8.84508e-05,-2.0906562e-05,-1.544074e-05,-3.6496317e-06,9.628146e-07
-1.2074509,0.044566385,0.007450099,-0.0020621014,-0.0004153029,-0.05381172,-0.008995629,0.002489886,0.00050145783,0.00033202398,-9.19004e-05,-1.8508548e-05,-1.5362859e-05,-3.0940478e-06,8.563967e-07
-1.2030373,0.045287617,0.0072457697,-0.0020997557,-0.000351411,-0.05448269,-0.008716931,0.0025260844,0.00042276052,0.00032814365,-9.509293e-05,-1.5914567e-05,-1.5214347e-05,-2.5462432e-06,7.3787726e-07
-1.1985531,0.045988817,0.007038062,-0.0021310416,-0.00028575995,-0.05512004,-0.008435491,0.0025541666,0.00034249848,0.00032367214,-9.800408e-05,-1.3141762e-05,-1.4998403e-05,-2.011196e-06,6.0896633e-07
-1.1940079,0.046669345,0.0068275803,-0.0021558267,-0.00021871743,-0.055723567,-0.008152185,0.002574074,0.00026115033,0.0003186387,-0.00010061102,-1.0207399e-05,-1.4719079e-05,-1.4933108e-06,4.7151687e-07
-1.1893921,0.04732935,0.0066149654,-0.0021739611,-0.00015071713,-0.056293156,-0.007867788,0.002585692,0.00017926175,0.000313082,-0.00010289217,-7.133344e-06,-1.4380677e-05,-9.969885e-07,3.2765317e-07
-1.1847153,0.047968246,0.006400937,-0.0021853899,-8.216516e-05,-0.056828715,-0.007583288,0.0025890647,9.734232e-05,0.00030704174,-0.00010482932,-3.941319e-06,-1.3988543e-05,-5.2593407e-07,1.7956292e-07
-1.1799736,0.048586156,0.0061860876,-0.0021900814,-1.34880465e-05,-0.05733038,-0.00729942,0.0025842383,1.5915539e-05,0.00030055823,-0.000106407635,-6.553323e-07,-1.3548036e-05,-8.343824e-08,2.953992e-08
-1.1751709,0.049182855,0.0059711174,-0.0021880432,5.488864e-05,-0.05779826,-0.0070170835,0.0025713246,-6.450353e-05,0.0002936766,-0.00010761421,2.69958e-06,-1.3065063e-05,3.277465e-07,-1.2009872e-07
-1.1703205,0.049758766,0.0057566636,-0.002179325,0.0001225153,-0.058233704,-0.0067371414,0.0025505088,-0.00014338216,0.00028644447,-0.00010844053,6.0962097e-06,-1.2545642e-05,7.052793e-07,-2.6700064e-07
-1.1654072,0.050313234,0.0055434364,-0.0021640323,0.00018896858,-0.058635406,-0.0064603607,0.0025219787,-0.00022022534,0.0002789082,-0.00010887947,9.50762e-06,-1.1996175e-05,1.0475353e-06,-4.089341e-07
-1.1604424,0.050847158,0.0053319805,-0.002142283,0.00025381538,-0.059005197,-0.006187456,0.0024859959,-0.00029453813,0.00027111606,-0.000108928994,1.2905791e-05,-1.142261e-05,1.3533387e-06,-5.4374436e-07
-1.1554222,0.05136025,0.005123005,-0.002114269,0.0003166308,-0.05934277,-0.0059192334,0.0024428733,-0.00036584225,0.0002631188,-0.00010858938,1.6262236e-05,-1.083141e-05,1.6221011e-06,-6.6944267e-07
-1.1503563,0.05185324,0.00491703,-0.0020801781,0.00037698462,-0.059649702,-0.0056563364,0.002392946,-0.00043366663,0.00025496393,-0.000107863976,1.9547873e-05,-1.0228298e-05,1.8536448e-06,-7.8419515e-07
-1.1452408,0.0523258,0.00471474,-0.002040325,0.00043452773,-0.059925642,-0.0053995126,0.0023366634,-0.0004976389,0.00024670255,-0.00010676164,2.2737011e-05,-9.619602e-06,2.0486852e-06,-8.8657777e-07
-1.1400814,0.05277905,0.0045165983,-0.0019949838,0.00048886094,-0.060172413,-0.00514929,0.0022744439,-0.00055734126,0.00023838176,-0.000105293344,2.5801615e-05,-9.01054e-06,2.2079885e-06,-9.752696e-07
-1.134882,0.053212862,0.0043232036,-0.0019444565,0.00053961645,-0.06039032,-0.0049063256,0.0022067286,-0.000612401,0.00023005003,-0.0001034701,2.8714536e-05,-8.406281e-06,2.3328719e-06,-1.0492607e-06
-1.1296406,0.05362809,0.004134986,-0.0018891589,0.00058650045,-0.060580466,-0.004671048,0.0021340705,-0.00066253473,0.00022175141,-0.00010131198,3.14529e-05,-7.811645e-06,2.4251713e-06,-1.1079925e-06
-1.1243496,0.054024987,0.0039524003,-0.0018294307,0.00062918355,-0.06074297,-0.0044438797,0.0020569197,-0.00070742227,0.00021352837,-9.883497e-05,3.3991633e-05,-7.2306425e-06,2.4867852e-06,-1.1510477e-06
-1.1190281,0.054404262,0.0037759214,-0.0017657712,0.00066744455,-0.060879897,-0.004225362,0.0019759475,-0.0007468892,0.00020542621,-9.606548e-05,3.6311827e-05,-6.6674133e-06,2.5202182e-06,-1.1785544e-06
-1.1136703,0.05476657,0.0036058086,-0.0016985422,0.00070099847,-0.060991906,-0.0040156823,0.001891616,-0.0007806812,0.00019747777,-9.302333e-05,3.839128e-05,-6.124618e-06,2.5276663e-06,-1.1906754e-06
-1.1082745,0.055112343,0.0034424805,-0.0016282601,0.0007296977,-0.061079603,-0.0038152132,0.0018045591,-0.00080870534,0.00018972317,-8.973723e-05,4.021535e-05,-5.6052536e-06,2.51197e-06,-1.1881376e-06
-1.102848,0.055442713,0.0032861962,-0.0015554356,0.0007533892,-0.06114489,-0.003624175,0.0017154091,-0.00083087385,0.00018219562,-8.623757e-05,4.176994e-05,-5.1114666e-06,2.4757846e-06,-1.1718483e-06
-1.0973873,0.055757888,0.0031371496,-0.0014805084,0.000771934,-0.061187997,-0.0034426681,0.0016246911,-0.0008471106,0.00017492083,-8.255002e-05,4.3041407e-05,-4.644576e-06,2.4216724e-06,-1.1428548e-06
-1.0918999,0.05605888,0.0029955404,-0.001404022,0.00078528,-0.061210684,-0.0032708303,0.0015330514,-0.00085744716,0.00016792664,-7.87079e-05,4.402192e-05,-4.2058045e-06,2.352338e-06,-1.1025504e-06
-1.0863838,0.056346513,0.0028615016,-0.0013265061,0.00079342915,-0.06121394,-0.003108689,0.0014410948,-0.0008619686,0.00016123564,-7.4744e-05,4.4706965e-05,-3.7957996e-06,2.270399e-06,-1.0524886e-06
-1.0808392,0.05662102,0.0027351107,-0.0012484178,0.0007963604,-0.061198216,-0.0029562148,0.0013493388,-0.00086073746,0.00015486476,-7.0686685e-05,4.5090736e-05,-3.4145608e-06,2.1781339e-06,-9.941905e-07
-1.0752659,0.056883637,0.0026163862,-0.0011702917,0.00079415046,-0.061165035,-0.0028133108,0.0012583748,-0.0008539229,0.00014882957,-6.657045e-05,4.5174165e-05,-3.0619349e-06,2.0778043e-06,-9.293877e-07
-1.0696678,0.057135023,0.0025052933,-0.0010926381,0.0007869118,-0.061115496,-0.0026798316,0.0011687599,-0.00084173423,0.00014313999,-6.2427906e-05,4.4960223e-05,-2.737379e-06,1.9714448e-06,-8.5980986e-07
-1.0640469,0.05737584,0.0024018064,-0.0010159393,0.00077479566,-0.061050583,-0.0025556346,0.001081007,-0.0008244189,0.00013780566,-5.829037e-05,4.445455e-05,-2.4400895e-06,1.8609092e-06,-7.871453e-07
-1.0584011,0.057606764,0.0023057982,-0.0009406763,0.0007580145,-0.060971063,-0.0024404593,0.0009956128,-0.0008022834,0.00013282958,-5.4189317e-05,4.366676e-05,-2.1690098e-06,1.7478285e-06,-7.130463e-07
-1.0527344,0.05782884,0.0022170465,-0.0008672641,0.0007367549,-0.060878407,-0.002333961,0.00091299874,-0.00077560724,0.00012820923,-5.0152878e-05,4.2605683e-05,-1.9227648e-06,1.6334199e-06,-6.3896107e-07
-1.0470505,0.05804234,0.00213543,-0.0007961545,0.0007112992,-0.06077326,-0.002235903,0.0008336139,-0.00074476615,0.00012394536,-4.621067e-05,4.1285468e-05,-1.7001322e-06,1.5189296e-06,-5.6630404e-07
-1.0413399,0.05824847,0.0020606183,-0.000727718,0.00068195554,-0.060656454,-0.002145804,0.00075780175,-0.0007101475,0.000120027864,-4.238846e-05,3.972287e-05,-1.499549e-06,1.40525e-06,-4.962713e-07
-1.0356121,0.058447033,0.00199241,-0.00066235254,0.0006490499,-0.060528453,-0.002063364,0.0006859403,-0.0006721639,0.00011645046,-3.871254e-05,3.793504e-05,-1.3196778e-06,1.2931735e-06,-4.2989984e-07
-1.0298634,0.058639735,0.0019304499,-0.0006003786,0.00061294093,-0.060390916,-0.0019880997,0.0006183079,-0.0006312454,0.000113201066,-3.520604e-05,3.5942692e-05,-1.1590008e-06,1.1832517e-06,-3.6799662e-07
-1.0240993,0.058826394,0.0018744316,-0.00054211303,0.0005740353,-0.060244072,-0.0019196043,0.0005551776,-0.00058786914,0.00011026605,-3.1890555e-05,3.3768425e-05,-1.0161538e-06,1.0759899e-06,-3.11192e-07
-1.0183144,0.0590078,0.0018239357,-0.0004877677,0.0005326881,-0.060088493,-0.0018573399,0.0004967009,-0.00054244394,0.00010762643,-2.87821e-05,3.1432755e-05,-8.896569e-07,9.715889e-07,-2.5982806e-07
-1.0125122,0.059184715,0.0017785298,-0.0004375846,0.00048933516,-0.059925247,-0.0018007832,0.00044305975,-0.00049545785,0.00010526178,-2.589832e-05,2.8961162e-05,-7.7825723e-07,8.702972e-07,-2.1412552e-07
-1.006691,0.05935735,0.0017378529,-0.0003917308,0.00044440923,-0.059754506,-0.0017494808,0.00039435187,-0.00044738277,0.00010315434,-2.3252102e-05,2.6378953e-05,-6.8077054e-07,7.723179e-07,-1.7408878e-07
-1.0008564,0.059526026,0.0017014795,-0.0003503524,0.00039833333,-0.059577003,-0.0017029367,0.00035065244,-0.00039867446,0.00010128232,-2.0855086e-05,2.37112e-05,-5.9611745e-07,6.77756e-07,-1.3955705e-07
-0.99500465,0.059691396,0.001668918,-0.00031354357,0.00035154697,-0.059393216,-0.0016605811,0.00031197732,-0.00034979088,9.962004e-05,-1.8715853e-05,2.098433e-05,-5.232785e-07,5.8670304e-07,-1.10225294e-07
-0.98913574,0.05985382,0.0016397625,-0.00028135732,0.0003045061,-0.05920355,-0.0016219477,0.00027830058,-0.00030119787,9.814605e-05,-1.684031e-05,1.8225854e-05,-4.613592e-07,4.993177e-07,-8.567502e-08
